                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                0.74156,                0.38081,                0.82452,                0.73226,                0.68456,                0.65876,                0.37597,                 1.2949,                 1.3172,                 1.0499,                0.00406,                0.00406,                0.00406
                    152,                0.73861,                0.37788,                0.82593,                0.71928,                 0.6805,                0.65233,                0.37132,                 1.3006,                 1.3321,                 1.0498,              0.0040204,              0.0040204,              0.0040204
                    153,                0.74656,                0.38301,                0.82686,                0.74437,                0.68812,                0.66276,                0.36999,                  1.303,                 1.3382,                 1.0481,              0.0039808,              0.0039808,              0.0039808
                    154,                0.74002,                0.38059,                0.82735,                0.71676,                0.69829,                0.65565,                 0.3711,                 1.2962,                 1.3079,                 1.0458,              0.0039412,              0.0039412,              0.0039412
                    155,                0.74298,                0.38315,                0.82737,                0.72274,                0.71025,                0.67075,                0.37495,                 1.3044,                 1.3037,                   1.05,              0.0039016,              0.0039016,              0.0039016
                    156,                0.73799,                0.37958,                0.82599,                0.72427,                0.68605,                0.65665,                0.37017,                 1.3038,                 1.3241,                 1.0502,               0.003862,               0.003862,               0.003862
                    157,                0.73126,                0.37868,                0.82585,                 0.7239,                0.69475,                0.65559,                0.36948,                 1.3022,                 1.3045,                 1.0491,              0.0038224,              0.0038224,              0.0038224
                    158,                0.73196,                0.37676,                0.82555,                0.72013,                0.69811,                0.66159,                0.37106,                 1.3038,                 1.3044,                 1.0503,              0.0037828,              0.0037828,              0.0037828
                    159,                0.72248,                0.37324,                0.82311,                0.72919,                0.68157,                0.66363,                0.37201,                 1.3045,                 1.3242,                 1.0527,              0.0037432,              0.0037432,              0.0037432
                    160,                0.72389,                0.37554,                0.82585,                0.73114,                0.70047,                0.66467,                0.37237,                 1.3058,                 1.2871,                 1.0525,              0.0037036,              0.0037036,              0.0037036
                    161,                0.72778,                0.37466,                0.82372,                0.73248,                0.67547,                0.65241,                0.36862,                 1.3078,                 1.3337,                 1.0555,               0.003664,               0.003664,               0.003664
                    162,                0.71725,                0.36827,                0.82393,                0.70766,                0.69802,                0.65199,                 0.3691,                 1.3062,                 1.3481,                 1.0538,              0.0036244,              0.0036244,              0.0036244
                    163,                0.71409,                0.36816,                0.82188,                0.72168,                0.70297,                 0.6652,                0.37086,                 1.3117,                  1.326,                 1.0543,              0.0035848,              0.0035848,              0.0035848
                    164,                0.71528,                0.36925,                0.82076,                0.71407,                0.70155,                0.66695,                0.37559,                 1.2988,                 1.3113,                 1.0509,              0.0035452,              0.0035452,              0.0035452
                    165,                0.70445,                0.36632,                0.82352,                 0.7406,                0.68572,                0.66391,                0.37598,                 1.2944,                 1.3481,                  1.049,              0.0035056,              0.0035056,              0.0035056
                    166,                0.71398,                0.36926,                0.82275,                0.73385,                0.68749,                0.65699,                0.37397,                 1.3021,                 1.3275,                 1.0496,               0.003466,               0.003466,               0.003466
                    167,                0.70875,                0.36736,                0.82259,                 0.7346,                0.68688,                0.65248,                0.36973,                 1.3025,                 1.3407,                 1.0522,              0.0034264,              0.0034264,              0.0034264
                    168,                0.70683,                0.36669,                0.82181,                0.75277,                0.67881,                0.66449,                0.37409,                 1.3033,                 1.3061,                 1.0514,              0.0033868,              0.0033868,              0.0033868
                    169,                0.71221,                0.36584,                0.82334,                0.71716,                0.69308,                0.65629,                0.37316,                 1.3048,                 1.3012,                 1.0518,              0.0033472,              0.0033472,              0.0033472
                    170,                0.69864,                0.36271,                0.82203,                0.71682,                0.69042,                0.66007,                0.37486,                 1.3036,                 1.3091,                 1.0524,              0.0033076,              0.0033076,              0.0033076
                    171,                0.70569,                0.36388,                0.82318,                0.70593,                0.68635,                0.65159,                0.37125,                 1.3036,                 1.3202,                 1.0541,               0.003268,               0.003268,               0.003268
                    172,                0.69771,                0.36343,                0.82314,                0.74149,                0.67033,                0.64638,                0.36904,                 1.3058,                 1.3093,                 1.0545,              0.0032284,              0.0032284,              0.0032284
                    173,                0.70056,                0.36332,                0.82106,                0.71637,                0.69161,                0.64978,                0.37528,                 1.3034,                 1.3081,                 1.0505,              0.0031888,              0.0031888,              0.0031888
                    174,                0.69321,                0.35684,                 0.8176,                0.74566,                0.68802,                0.66775,                0.37845,                 1.3001,                 1.3171,                 1.0511,              0.0031492,              0.0031492,              0.0031492
                    175,                0.69278,                0.35905,                0.81932,                0.73888,                 0.6996,                0.66115,                0.37614,                 1.3025,                 1.3009,                 1.0541,              0.0031096,              0.0031096,              0.0031096
                    176,                0.68491,                0.35668,                0.82063,                0.72072,                 0.7071,                0.65747,                 0.3759,                 1.2978,                    1.3,                 1.0507,                0.00307,                0.00307,                0.00307
                    177,                0.67993,                0.35553,                0.81697,                0.74848,                0.68062,                0.66047,                0.37385,                 1.2997,                 1.3077,                 1.0521,              0.0030304,              0.0030304,              0.0030304
                    178,                 0.6856,                0.35624,                0.81931,                0.71245,                0.69666,                0.65619,                0.37648,                 1.2904,                 1.3244,                 1.0501,              0.0029908,              0.0029908,              0.0029908
                    179,                0.67826,                  0.355,                0.81747,                 0.7399,                0.68692,                0.66445,                0.37892,                  1.296,                 1.3146,                 1.0528,              0.0029512,              0.0029512,              0.0029512
                    180,                0.68038,                0.35334,                0.81681,                0.73729,                0.70088,                0.66994,                0.37838,                 1.2943,                 1.3192,                 1.0546,              0.0029116,              0.0029116,              0.0029116
                    181,                 0.6793,                0.35394,                0.81751,                 0.7418,                0.68772,                0.65624,                0.37544,                 1.2987,                 1.3214,                 1.0539,               0.002872,               0.002872,               0.002872
                    182,                0.67229,                0.35258,                0.81714,                0.70493,                0.69843,                0.64913,                0.37704,                 1.2923,                 1.3212,                 1.0522,              0.0028324,              0.0028324,              0.0028324
                    183,                0.67368,                0.35332,                0.81591,                0.70891,                0.71617,                0.65903,                0.37915,                 1.2911,                 1.3202,                 1.0562,              0.0027928,              0.0027928,              0.0027928
                    184,                0.67618,                0.35243,                0.81618,                0.70575,                0.70942,                0.65858,                0.37632,                 1.2921,                 1.3318,                 1.0533,              0.0027532,              0.0027532,              0.0027532
                    185,                0.67162,                0.35037,                0.81891,                0.73065,                0.69482,                0.65715,                0.37474,                 1.2915,                 1.3394,                 1.0518,              0.0027136,              0.0027136,              0.0027136
                    186,                0.66549,                0.34937,                0.81804,                0.69611,                0.71063,                0.64778,                0.37423,                 1.2932,                 1.3434,                 1.0515,               0.002674,               0.002674,               0.002674
                    187,                0.66359,                0.34795,                0.81659,                0.72992,                0.67944,                   0.65,                0.37623,                 1.2956,                 1.3413,                 1.0542,              0.0026344,              0.0026344,              0.0026344
                    188,                0.66303,                0.34515,                0.81565,                0.73571,                0.67614,                0.65292,                0.37295,                  1.297,                 1.3361,                 1.0546,              0.0025948,              0.0025948,              0.0025948
                    189,                0.66704,                 0.3484,                0.81592,                0.72099,                0.70832,                0.66001,                0.37401,                  1.297,                 1.3407,                 1.0564,              0.0025552,              0.0025552,              0.0025552
                    190,                0.65703,                0.34351,                0.81509,                 0.7131,                0.71118,                0.65925,                0.37285,                 1.2964,                 1.3327,                 1.0577,              0.0025156,              0.0025156,              0.0025156
                    191,                0.66606,                0.34614,                0.81502,                 0.7149,                0.69457,                0.65622,                0.37243,                 1.2978,                 1.3444,                 1.0596,               0.002476,               0.002476,               0.002476
                    192,                0.65433,                0.34305,                0.81441,                0.70867,                0.70207,                0.64512,                0.37256,                 1.2907,                 1.3304,                 1.0533,              0.0024364,              0.0024364,              0.0024364
                    193,                0.65438,                0.34231,                0.81319,                0.70966,                0.69284,                0.64249,                0.36939,                 1.2959,                 1.3392,                 1.0573,              0.0023968,              0.0023968,              0.0023968
                    194,                0.65267,                0.34203,                0.81471,                0.72259,                0.70393,                0.65367,                0.37332,                 1.2973,                 1.3443,                  1.057,              0.0023572,              0.0023572,              0.0023572
                    195,                0.65741,                0.34308,                0.81546,                0.71219,                0.70116,                0.64941,                0.37043,                 1.3012,                  1.361,                 1.0568,              0.0023176,              0.0023176,              0.0023176
                    196,                0.64701,                0.33837,                0.81383,                0.72214,                0.70473,                0.65909,                0.37602,                 1.2996,                  1.347,                 1.0567,               0.002278,               0.002278,               0.002278
                    197,                0.64179,                0.33843,                0.81354,                0.72725,                0.70255,                0.66132,                0.37568,                 1.2965,                 1.3372,                 1.0556,              0.0022384,              0.0022384,              0.0022384
                    198,                0.63705,                0.33702,                0.81192,                0.70258,                0.71106,                0.66127,                0.37694,                 1.2954,                 1.3215,                 1.0575,              0.0021988,              0.0021988,              0.0021988
                    199,                  0.639,                0.33579,                0.81255,                0.72306,                0.70612,                0.66979,                0.37735,                 1.2963,                 1.3316,                  1.056,              0.0021592,              0.0021592,              0.0021592
                    200,                0.64004,                0.33782,                0.81208,                0.73548,                0.69587,                0.66737,                0.37547,                 1.2965,                 1.3345,                 1.0566,              0.0021196,              0.0021196,              0.0021196
                    201,                0.64345,                 0.3378,                0.81175,                0.71418,                0.70534,                0.65431,                0.37287,                 1.2942,                 1.3321,                 1.0594,                0.00208,                0.00208,                0.00208
                    202,                0.63596,                0.33465,                0.81393,                0.72868,                0.69795,                0.65441,                0.37607,                 1.2915,                 1.3557,                 1.0593,              0.0020404,              0.0020404,              0.0020404
                    203,                 0.6399,                0.33591,                0.81193,                0.72893,                0.70318,                0.66299,                0.37748,                 1.2927,                 1.3634,                 1.0603,              0.0020008,              0.0020008,              0.0020008
                    204,                0.63721,                0.33395,                0.81284,                0.73451,                0.69337,                0.65587,                0.37572,                 1.2915,                 1.3425,                 1.0596,              0.0019612,              0.0019612,              0.0019612
                    205,                0.62684,                0.33097,                 0.8127,                 0.7183,                0.69515,                0.64916,                0.37376,                 1.2927,                 1.3255,                 1.0603,              0.0019216,              0.0019216,              0.0019216
                    206,                0.62636,                 0.3296,                0.81251,                0.71603,                0.68413,                0.64362,                0.37601,                 1.2912,                 1.3336,                 1.0601,               0.001882,               0.001882,               0.001882
                    207,                  0.627,                0.32898,                0.81008,                0.72621,                0.68841,                0.65158,                0.37712,                 1.2879,                 1.3475,                 1.0598,              0.0018424,              0.0018424,              0.0018424
                    208,                0.62735,                0.33137,                0.81122,                0.72356,                  0.695,                0.64977,                0.37435,                 1.2843,                 1.3324,                 1.0577,              0.0018028,              0.0018028,              0.0018028
                    209,                0.61842,                0.32747,                0.81017,                0.71795,                0.69557,                0.64571,                0.37561,                  1.287,                  1.323,                 1.0608,              0.0017632,              0.0017632,              0.0017632
                    210,                0.62678,                0.32977,                0.81076,                0.72397,                0.69896,                0.64782,                0.37405,                 1.2906,                 1.3496,                 1.0625,              0.0017236,              0.0017236,              0.0017236
                    211,                0.61917,                0.32781,                0.81042,                0.72594,                0.69802,                0.66051,                 0.3764,                 1.2904,                 1.3434,                 1.0625,               0.001684,               0.001684,               0.001684
                    212,                0.61627,                0.32502,                0.81151,                0.72498,                0.67919,                0.64415,                0.37626,                 1.2896,                 1.3386,                 1.0615,              0.0016444,              0.0016444,              0.0016444
                    213,                 0.6235,                 0.3286,                0.81057,                0.74527,                0.67958,                0.65899,                0.37823,                 1.2845,                 1.3378,                 1.0585,              0.0016048,              0.0016048,              0.0016048
                    214,                0.60949,                0.32225,                0.80849,                0.72158,                  0.687,                0.65652,                0.37924,                 1.2843,                 1.3404,                 1.0605,              0.0015652,              0.0015652,              0.0015652
                    215,                0.61768,                 0.3257,                0.81005,                 0.7175,                0.69909,                0.65549,                0.37781,                 1.2857,                 1.3518,                  1.061,              0.0015256,              0.0015256,              0.0015256
                    216,                0.60741,                0.32269,                0.80901,                0.71416,                 0.7037,                 0.6545,                0.37711,                 1.2889,                 1.3452,                 1.0596,               0.001486,               0.001486,               0.001486
                    217,                0.60557,                0.32137,                0.80773,                0.70852,                0.70604,                0.65335,                0.37714,                 1.2933,                 1.3446,                 1.0609,              0.0014464,              0.0014464,              0.0014464
                    218,                0.60797,                0.32032,                0.80864,                0.70064,                0.70786,                0.65118,                 0.3785,                 1.2941,                 1.3397,                 1.0621,              0.0014068,              0.0014068,              0.0014068
                    219,                0.60431,                0.32016,                0.80905,                0.71166,                0.71045,                0.65558,                 0.3763,                 1.2899,                 1.3392,                 1.0594,              0.0013672,              0.0013672,              0.0013672
                    220,                0.60101,                0.31778,                0.80684,                0.71876,                0.70818,                0.65595,                0.37826,                 1.2909,                 1.3478,                 1.0615,              0.0013276,              0.0013276,              0.0013276
                    221,                 0.6047,                0.32001,                0.80743,                0.70262,                0.71363,                0.65203,                0.37582,                 1.2889,                 1.3503,                 1.0635,               0.001288,               0.001288,               0.001288
                    222,                0.60373,                0.31721,                0.80723,                0.71671,                0.69347,                0.65432,                0.37708,                 1.2878,                  1.348,                 1.0622,              0.0012484,              0.0012484,              0.0012484
                    223,                0.59659,                0.31637,                0.80678,                0.72765,                0.68602,                0.65511,                0.37756,                 1.2854,                 1.3469,                 1.0619,              0.0012088,              0.0012088,              0.0012088
                    224,                0.59665,                0.31555,                0.80711,                 0.7435,                0.69493,                0.66253,                0.37915,                 1.2851,                 1.3588,                 1.0628,              0.0011692,              0.0011692,              0.0011692
                    225,                0.59208,                 0.3143,                0.80714,                 0.7343,                0.69654,                 0.6656,                0.37847,                 1.2869,                 1.3667,                 1.0628,              0.0011296,              0.0011296,              0.0011296
                    226,                0.59638,                0.31554,                  0.807,                0.75385,                0.69822,                0.67215,                0.37718,                 1.2894,                 1.3662,                 1.0635,                0.00109,                0.00109,                0.00109
                    227,                0.59741,                0.31628,                0.80565,                0.75442,                0.69753,                0.67481,                0.37819,                  1.289,                 1.3673,                 1.0638,              0.0010504,              0.0010504,              0.0010504
                    228,                0.59578,                0.31579,                0.80838,                 0.7436,                0.69644,                0.66537,                0.37845,                 1.2906,                 1.3766,                 1.0646,              0.0010108,              0.0010108,              0.0010108
                    229,                0.59297,                0.31359,                0.80707,                0.74532,                 0.6973,                0.66676,                0.37752,                 1.2899,                 1.3745,                 1.0639,              0.0009712,              0.0009712,              0.0009712
                    230,                0.58015,                0.30967,                0.80661,                0.74933,                0.69622,                0.66335,                0.37767,                 1.2861,                 1.3721,                 1.0632,              0.0009316,              0.0009316,              0.0009316
                    231,                0.58578,                0.30963,                0.80682,                0.74217,                 0.6957,                0.66043,                0.37813,                 1.2859,                 1.3767,                  1.063,               0.000892,               0.000892,               0.000892
                    232,                0.57835,                0.30786,                0.80598,                0.72764,                0.69147,                0.65645,                0.37846,                 1.2879,                 1.3816,                 1.0641,              0.0008524,              0.0008524,              0.0008524
                    233,                0.57952,                0.30921,                0.80667,                0.73281,                0.69403,                0.65829,                 0.3787,                  1.284,                 1.3724,                 1.0646,              0.0008128,              0.0008128,              0.0008128
                    234,                0.57817,                0.30831,                0.80593,                0.70252,                0.71094,                0.65969,                0.37771,                 1.2859,                 1.3765,                 1.0651,              0.0007732,              0.0007732,              0.0007732
                    235,                0.57958,                0.30801,                0.80526,                0.73991,                0.69345,                0.66291,                0.37948,                 1.2842,                 1.3775,                 1.0639,              0.0007336,              0.0007336,              0.0007336
                    236,                0.57294,                0.30547,                0.80479,                0.73439,                0.68551,                0.65711,                0.37694,                 1.2847,                 1.3781,                 1.0651,               0.000694,               0.000694,               0.000694
                    237,                 0.5711,                0.30509,                0.80461,                0.74808,                 0.6933,                0.66153,                0.37837,                 1.2858,                 1.3853,                 1.0661,              0.0006544,              0.0006544,              0.0006544
                    238,                 0.5731,                0.30448,                 0.8063,                0.73856,                0.68231,                0.65356,                0.37659,                 1.2862,                 1.3885,                 1.0662,              0.0006148,              0.0006148,              0.0006148
                    239,                   0.57,                0.30345,                0.80404,                0.73214,                 0.6845,                0.65038,                0.37776,                 1.2862,                 1.3928,                  1.066,              0.0005752,              0.0005752,              0.0005752
                    240,                 0.5231,                0.28325,                0.80014,                 0.7253,                0.69178,                0.65135,                0.37571,                 1.2864,                 1.3834,                 1.0665,              0.0005356,              0.0005356,              0.0005356
                    241,                 0.5009,                 0.2764,                0.79707,                0.73782,                0.68917,                0.65762,                0.37744,                 1.2864,                 1.3803,                 1.0666,               0.000496,               0.000496,               0.000496
                    242,                 0.4921,                0.27391,                0.79603,                0.74243,                 0.6864,                0.66051,                0.37692,                 1.2856,                 1.3825,                 1.0677,              0.0004564,              0.0004564,              0.0004564
                    243,                0.48899,                0.27043,                0.79487,                0.73768,                0.69252,                0.66074,                0.37675,                 1.2877,                  1.384,                 1.0693,              0.0004168,              0.0004168,              0.0004168
                    244,                0.48592,                0.27089,                  0.795,                0.73983,                0.68259,                 0.6549,                 0.3763,                 1.2886,                 1.3777,                 1.0696,              0.0003772,              0.0003772,              0.0003772
                    245,                0.48258,                0.26864,                0.79334,                0.74042,                0.68695,                0.65691,                0.37488,                 1.2864,                  1.378,                 1.0696,              0.0003376,              0.0003376,              0.0003376
                    246,                0.48185,                 0.2679,                0.79298,                 0.7367,                0.68869,                0.66008,                0.37646,                 1.2862,                 1.3778,                 1.0693,               0.000298,               0.000298,               0.000298
                    247,                0.47812,                0.26656,                0.79326,                0.74326,                0.69503,                0.66335,                0.37713,                 1.2865,                 1.3799,                 1.0699,              0.0002584,              0.0002584,              0.0002584
                    248,                0.47721,                0.26628,                0.79448,                0.73185,                0.68794,                0.65884,                0.37697,                 1.2876,                 1.3824,                 1.0707,              0.0002188,              0.0002188,              0.0002188
                    249,                0.47571,                0.26578,                0.79388,                0.68063,                0.53063,                0.53267,                0.30482,                 1.2865,                 1.3839,                 1.0711,              0.0001792,              0.0001792,              0.0001792
